PaperTitle,Year,Author,Citation,Publication,URL
"[HTML][HTML] Hkgb: An inclusive, extensible, intelligent, semi-auto-constructed knowledge graph framework for healthcare with clinicians' expertise incorporated",2020,Y Zhang,,Elsevier,https://www.sciencedirect.com/science/article/pii/S0306457320308190
DiaKG: An Annotated Diabetes Dataset for Medical Knowledge Graph Construction,2021,B Xu,,books.google.com,https://books.google.com/books?hl=en&lr=&id=X8pKEAAAQBAJ&oi=fnd&pg=PA308&dq=%22Medical+knowledge+graph%22+&ots=v_liqvo55X&sig=HTvUAZyEAEdryL9eoSjuFFgwW2s
MeKG: building a medical knowledge graph by data mining from MEDLINE,2019,T Pham,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-37078-7_16
[HTML][HTML] Constructing public health evidence knowledge graph for decision-making support from COVID-19 literature of modelling study,2021,Y Yang,,Elsevier,https://www.sciencedirect.com/science/article/pii/S266644962100030X
[HTML][HTML] A survey on knowledge graph-based recommender systems,2020,C Qin,,engine.scichina.com,https://engine.scichina.com/doi/10.1360/SSI-2019-0274?slug=fulltext
Research on Disease Diagnosis Method Combining Knowledge Graph and Deep Learning,2020,L DONG,,engine.scichina.com,https://engine.scichina.com/doi/10.3778/j.issn.1673-9418.1908018
Research on intelligent medicine based on knowledge graph,2017,YU Siwei,,wprim.whocc.org.cn,http://wprim.whocc.org.cn/admin/article/articleDetail?WPRIMID=606505&articleId=606505
Medwriter: Knowledge-aware medical text generation,28,Y Pan,,aclweb.org,https://www.aclweb.org/anthology/2020.coling-main.214/
A knowledge graph enhanced topic modeling approach for herb recommendation,2019,X Wang,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-18576-3_42
A review: Knowledge reasoning over knowledge graph,2020,X Chen,,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417419306669
DKDR: An Approach of Knowledge Graph and Deep Reinforcement Learning for Disease Diagnosis,2019,Y Jia,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9047423/
[PDF][PDF] Diagnosis Ranking with Knowledge Graph Convolutional Networks.,1,B Liu,,ielab.io,http://ielab.io/publications/pdfs/bing2021ecir-diagnosisranking.pdf
A knowledge graph of medical institutions in Korea,2021,H Kim,,Elsevier,https://www.sciencedirect.com/science/article/pii/B9780128224687000018
A Chinese Machine Reading Comprehension Dataset Automatic Generated Based on Knowledge Graph,2021,H Zhao,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-84186-7_18
Research of Medical Aided Diagnosis System Based on Temporal Knowledge Graph,2020,F Song,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-65390-3_19
[PDF][PDF] Research on Entity Recognition and Knowledge Graph Construction Based on Tcm Medical Records,2021,Y YANG,,clausiuspress.com,https://www.clausiuspress.com/assets/default/article/2021/10/14/article_1634208590.pdf
A Review of Medical Decision Supports Based on Knowledge Graph,2020,Z Chaoyu,,manu44.magtech.com.cn,http://manu44.magtech.com.cn/Jwk_infotech_wk3/EN/10.11925/infotech.2096-3467.2020.0953
[PDF][PDF] A User Interaction Demonstration For Exploring Medical Knowledge Graph.,2019,J Xiao,,ceur-ws.org,http://ceur-ws.org/Vol-2456/paper73.pdf
Modeling path information for knowledge graph completion,2021,Y Shen,,Springer,https://link.springer.com/article/10.1007/s00521-021-06460-2
Research on Intelligent Question Answering System Based on Medical Knowledge Graph,2019,Q Shuai,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8997728/
Effective medical archives processing using knowledge graphs,42,X Wang,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3331184.3331350
"[PDF][PDF] Babylon Health's Medical Knowledge Graph: Why, What, and How.",4,C Schulz,,ceur-ws.org,http://ceur-ws.org/Vol-2849/paper-18.pdf
Medical Entity Recognition Based on BiLSTM with Knowledge Graph and Attention Mechanism,2021,Q Wang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9527569/
The Intelligent Diagnostic System for Common Diseases using the Optimized Medical Knowledge Graph,2020,J Wang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9148406/
Annotation Scheme and Specification for Named Entities and Relations on Chinese Medical Knowledge Graph,2019,D Yue,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-38189-9_58
A Novel Disease Diagnosis Method Using Combining Knowledge Graph and Deep Learning,2021,X Cai,,ingentaconnect.com,https://www.ingentaconnect.com/contentone/asp/jmihi/2021/00000011/00000007/art00008
A Chinese Knowledge Graph for Cardiovascular Disease,2020,X Li,,Springer,https://link.springer.com/chapter/10.1007/978-981-15-8411-4_239
Automatic recommendation of medical departments to outpatients based on text analyses and medical knowledge graph,xx,Q Zhou,,content.iospress.com,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs210599
[HTML][HTML] Research on Construction of Knowledge Graph of Intestinal Cells,2020,F He,,atlantis-press.com,https://www.atlantis-press.com/journals/jaims/125944781/view
"DeepKG: An End-to-End Deep Learning-Based Workflow for Biomedical Knowledge Graph Extraction, Optimization and Applications.",2021,Z Li,,europepmc.org,https://europepmc.org/article/pmc/pmc8689937
Preliminary Study on the Knowledge Graph Construction of Chinese Ancient History and Culture,2020,S Liu,,mdpi.com,https://www.mdpi.com/677820
Training like Playing: A Reinforcement Learning And Knowledge Graph-based framework for building Automatic Consultation System in Medical Field,2106,Y Huang,,arxiv.org,https://arxiv.org/abs/2106.07502
Construction of Neurosurgery Knowledge Graph Based on Bi-LSTM-CRF Model,4,Y Shi,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3424978.3425095
Design and Construction of Knowledge Graph of Electronic Medical Record Based on BiLSTM-CRF,2021,J Zhao,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3490322.3490334
Drug Repositioning via Text Augmented Knowledge Graph Embeddings,2021,M Zhong,,openreview.net,https://openreview.net/forum?id=qI-IS8DPq_N
Construction and Application of a Tree Knowledge Graph,2021,X Meng,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9516607/
Deterrent: Knowledge guided graph attention network for detecting healthcare misinformation,26,L Cui,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3394486.3403092
Construction of MeSH-like obstetric knowledge graph,2018,K Zhang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8644569/
DocKG: A Knowledge Graph Framework for Health with Doctor-in-the-Loop,8,C Xing,,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-32962-4.pdf#page=15
Graph Neural Network-Based Diagnosis Prediction,2020,Y Li,,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/big.2020.0070
Constructing knowledge graphs of depression,2017,Z Huang,,Springer,https://link.springer.com/chapter/10.1007/978-3-319-69182-4_16
Migration knowledge graph framework and its application,2021,T Pu,,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1955/1/012071/meta
Overview Of Medical Knowledge Mapping Research,2020,P Shengguang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9424795/
A Knowledge Graph Based Medical Intelligent Question Answering System,2021,K Zhang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9574515/
A knowledge graph for eldercare: constructing a domain entity graph with guidelines,2018,Y Duan,,Springer,https://link.springer.com/chapter/10.1007/978-3-319-92037-5_3
Research on Application of Chinese Natural Language Processing in Constructing Knowledge Graph of Chronic Diseases,2021,S Qin,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9445976/
Research on intelligent medicine based on knowledge graph,2017,S YU,,pesquisa.bvsalud.org,https://pesquisa.bvsalud.org/portal/resource/pt/wpr-606505
Multi-modal Multi-relational Feature Aggregation Network for Medical Knowledge Representation Learning,28,Y Zhang,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3394171.3413736
[PDF][PDF] Medical Knowledge Graph Construction by Aligning Large Biomedical Datasets,xx,G Stoilos,,disi.unitn.it,http://disi.unitn.it/~pavel/om2018/papers/om2018_poster2.pdf
[HTML][HTML] Explainable prediction of medical codes with knowledge graphs,2020,F Teng,,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fbioe.2020.00867/full
An error recognition method for power equipment defect records based on knowledge graph technology,2019,H Wang,,Springer,https://link.springer.com/article/10.1631/FITEE.1800260
Integrating graph contextualized knowledge into pre-trained language models,2019,B He,,arxiv.org,https://arxiv.org/abs/1912.00147
Edge: Enriching Knowledge Graph Embeddings with External Text,2021,S Rezayi,,arxiv.org,https://arxiv.org/abs/2104.04909
Knowledge graph fusion for smart systems: A survey,2020,HL Nguyen,,Elsevier,https://www.sciencedirect.com/science/article/pii/S1566253519307729
Research on Tibetan Medicine Entity Recognition and Knowledge Graph Construction,2020,N Zhaxi,,Springer,https://link.springer.com/chapter/10.1007/978-981-15-8462-6_196
Multi-modal knowledge-aware hierarchical attention network for explainable medical question answering,27,Y Zhang,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3343031.3351033
"Drug Repurposing for Parkinson's Disease by Integrating Knowledge Graph Completion Model and Knowledge Fusion of Medical Literature. Future Internet 2021, 13 …",2021,X Zhang,,search.proquest.com,https://search.proquest.com/openview/bca1b4896b4b1f7f315fce1e377c8af4/1?pq-origsite=gscholar&cbl=2032396
Multi-relational knowledge graph completion method with local information fusion,2021,J Huang,,Springer,https://link.springer.com/article/10.1007/s10489-021-02876-4
Medical Entity Extraction and Knowledge Graph Construction,2019,WEI DENG,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9067598/
Knowledge Question-Answering System Based on Knowledge Graph of Traditional Chinese Medicine,2020,R Gao,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9339040/
End-to-end knowledge-routed relational dialogue system for automatic diagnosis,2019,L Xu,,ojs.aaai.org,https://ojs.aaai.org/index.php/AAAI/article/view/4722
Incorporating description embeddings into medical knowledge graphs representation learning,2018,X Sun,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-15127-0_19
[PDF][PDF] Disease Diagnosis of Dairy Cow by Deep Learning Based on Knowledge Graph and Transfer Learning,2021,M Gao,,biomed.bas.bg,http://www.biomed.bas.bg/bioautomation/2021/vol_25.1/files/25.1_07.pdf
KGBReF: A Knowledge Graph based Biomedical Relation Extraction Framework,2,Y Sun,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3500931.3500952
Construction of knowledge graph of drug-action mechanism,2021,J Zhao,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9527642/
[HTML][HTML] Multitask Healthcare Management Recommendation System Leveraging Knowledge Graph,2021,W Liu,,hindawi.com,https://www.hindawi.com/journals/jhe/2021/1233483/
Construction of Knowledge Graph of HIV-associated Neurocognitive Disorders Syndrome based on Deep Learning,2020,D Sun,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9361169/
An Intelligent Question-Answering System for Myopia Prevention and Control based on Knowledge Graph,2,Y Sun,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3500931.3500947
MedPath: Augmenting Health Risk Prediction via Medical Knowledge Paths,2021,M Ye,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3442381.3449860
[HTML][HTML] MKA: A Scalable Medical Knowledge-Assisted Mechanism for Generative Models on Medical Conversation Tasks,2021,K Liang,,hindawi.com,https://www.hindawi.com/journals/cmmm/2021/5294627/
Research on Disease Diagnosis Method Combining Knowledge Graph and Deep Learning,2020,D Lili,,fcst.ceaj.org,http://fcst.ceaj.org/EN/10.3778/j.issn.1673-9418.1908018
[PDF][PDF] Towards medical machine reading comprehension with structural knowledge and plain text,2020,D Li,,aclweb.org,https://www.aclweb.org/anthology/2020.emnlp-main.111.pdf
MedTruth: a semi-supervised approach to discovering knowledge condition information from multi-source medical data,28,Y Deng,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3357384.3357934
Ontology Database Construction for Medical Knowledge Base,2019,N Zhang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8940264/
Domain knowledge guided deep learning with electronic health records,2019,C Yin,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8970777/
"Knowledge-Graph-Based Drug Repositioning against COVID-19 by Graph Convolutional Network with Attention Mechanism. Future Internet 2021, 13, 13",2021,M Che,,search.proquest.com,https://search.proquest.com/openview/55041aa3aa8022e1788b5d5046a8fe47/1?pq-origsite=gscholar&cbl=2032396
Construction of Therapy-Disease Knowledge Graph (TDKG) Based on Entity Relationship Extraction,2021,H Wang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9513150/
Knowledge Graph Enhanced Transformer for Generative Question Answering Tasks,2021,C Liang,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-86362-3_22
Construction of knowledge graph of maritime dangerous goods based on IMDG code,2020,Q Zhang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/document/9175083/
[HTML][HTML] Adverse Drug Reaction Discovery Using a Tumor-Biomarker Knowledge Graph,2021,M Wang,,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fgene.2020.625659/full
Long distance entity relation extraction with article structure embedding and applied to mining medical knowledge,2019,Y Lin,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8904821/
Design of Knowledge Graph in Manufacturing Services Discovery,2021,Y Li,,asmedigitalcollection.asme.org,https://asmedigitalcollection.asme.org/MSEC/proceedings-abstract/MSEC2021/1115494
[HTML][HTML] Marrying medical domain knowledge with deep learning on electronic health records: a deep visual analytics approach,2020,R Li,,jmir.org,https://www.jmir.org/2020/9/e20645/
Clinical knowledge graph embeddings with hierarchical structure for thyroid treatment recommendation,2019,D Chen,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8890434/
Graphical induction of qualified medical knowledge,2013,T Goodwin,,Scientific,https://www.worldscientific.com/doi/abs/10.1142/S1793351X13400126
A TCM Question and Answer System Based on Medical Records Knowledge Graph,2020,Y Xie,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9276000/
Order-free medicine combination prediction with graph convolutional reinforcement learning,28,S Wang,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3357384.3357965
[CITATION][C] Construction techniques and research development of medical knowledge graph,2018,KQ Yuan,,2018,xx
[PDF][PDF] Graph-Evolving Meta-Learning for Low-Resource Medical Dialogue Generation,2020,S Lin,,aaai.org,https://www.aaai.org/AAAI21Papers/AAAI-1236.LinS.pdf
Research and Application of Agriculture Knowledge Graph,2021,H Zhang,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3501409.3501531
An efficient tool for semantic biomedical document analysis,2021,M Li,,Springer,https://link.springer.com/chapter/10.1007/978-981-33-6757-9_63
"A survey based on knowledge graph in fault diagnosis, analysis and prediction: key technologies and challenges",2020,L Su,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9361060/
[CITATION][C] Preliminary study on the construction of Chinese medical knowledge graph,2019,O Byambasuren,,2019,xx
Question answering system based on tourism knowledge graph,2021,Y Sui,,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1883/1/012064/meta
SLAKE: A Semantically-Labeled Knowledge-Enhanced Dataset for Medical Visual Question Answering,2021,B Liu,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9434010/
Semi-automated construction of a knowledge graph with template,2020,T Wei,,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1757-899X/782/3/032054/meta
KG2Rec: LSH-CF recommendation method based on knowledge graph for cloud services,2020,W Huang,,Springer,https://link.springer.com/content/pdf/10.1007/s11276-020-02387-z.pdf
KGDAL: knowledge graph guided double attention LSTM for rolling mortality prediction for AKI-D patients,12,LJ Liu,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3459930.3469513
Exploring and Distilling Posterior and Prior Knowledge for Radiology Report Generation,2021,F Liu,,openaccess.thecvf.com,https://openaccess.thecvf.com/content/CVPR2021/html/Liu_Exploring_and_Distilling_Posterior_and_Prior_Knowledge_for_Radiology_Report_CVPR_2021_paper.html
Intelligent healthcare knowledge resources in Chinese: a survey,2018,M Gao,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8636324/
CODER: Knowledge infused cross-lingual medical term embedding for term normalization,2011,Z Yuan,,arxiv.org,https://arxiv.org/abs/2011.02947
Research on Intelligent Diagnosis Model of Electronic Medical Record Based on Graph Transformer,2021,X Liu,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9644214/
Readmission Prediction with Knowledge Graph Attention and RNN-Based Ordinary Differential Equations,2021,S Pei,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-82153-1_46
[HTML][HTML] The construction of environmental-policy-enterprise knowledge graph based on PTA model and PSA model,2021,X Wang,,Elsevier,https://www.sciencedirect.com/science/article/pii/S2667378921000079
Big mechanisms for processing big data in medical informatics,2015,S Harabagiu,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7405440/
Research on the Construction of a Knowledge Graph and Knowledge Reasoning Model in the Field of Urban Traffic,2021,J Tan,,mdpi.com,https://www.mdpi.com/1033918
Using Knowledge Graph to Handle Label Imperfection,2014,Y Liu,,Springer,https://link.springer.com/chapter/10.1007/978-3-319-13186-3_32
[CITATION][C] Construction of Chinese medical knowledge graph based on multi-source texts,2020,H Zan,,2020,xx
Knowledge graphs In medical domain,2020,G Anand,,repository.iiitd.edu.in,https://repository.iiitd.edu.in/jspui/handle/123456789/899
A Review of Knowledge Graph-based Question and Answer System Research and Its Application in Chronic Disease Diagnosis,2021,Z Cao,,francis-press.com,https://francis-press.com/index.php/papers/4334
Heterogeneous graph reasoning for knowledge-grounded medical dialogue system,2021,W Liu,,Elsevier,https://www.sciencedirect.com/science/article/pii/S0925231221002678
[CITATION][C] Construction method of medical knowledge graph database based on disease diagnosis related grouping,2020,LP YANG,,2020,xx
The COVID-19 Question Answering System Based on Knowledge Graph,2021,Y Sun,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9627485/
Knowledge Graph and Semantic Computing,2017,B Qin,,Springer,https://link.springer.com/content/pdf/10.1007/978-981-16-6471-7.pdf
[CITATION][C] Construction technology and research progress of medical knowledge graph,2018,Y Kaiqi,,2018,xx
[CITATION][C] A survey of medical knowledge graph based on EHR,2018,HE Ting,,2018,xx
[CITATION][C] Research on the Construction of Medical Knowledge Graph Framework Based on Multi-data Source Fusion,2019,P Han,,2019,xx
Dynamic Health Assessment of Shield Tunnel Structures Based on Knowledge Graph,2021,HF Zhang,,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1755-1315/861/5/052098/meta
[CITATION][C] Public Safety Knowledge Graph using Bilstm-Attention-CRF and Multi-Source Data,2020,X Sun,,2020,xx
Hospitalization Cost Prediction for Cardiovascular Disease by Effective Feature Selection,2020,W Dai,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-60029-7_29
"[PDF][PDF] Organizing data, information, and knowledge in big data environments",18,J Chen,,39.103.203.133,http://39.103.203.133/pubs/2021/03/10/78cc5074-73e0-4369-b24a-77f1f2c2af3a.pdf
[HTML][HTML] Embedding open-domain common-sense knowledge from text,2016,T Goodwin,,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5480211/
Multi-view Neural Network Integrating Knowledge for Patient Self-diagnosis,3,F Zhao,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3310986.3311016
Semi-automatic Construction of Financial Knowledge Graph Based on Web,2021,Y Luo,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9477534/
Obstetric Diagnosis Assistant via Knowledge Powered Attention and Information-Enhanced Strategy,2020,K Zhang,,Springer,https://link.springer.com/chapter/10.1007/978-981-16-1964-9_22
"Research on the Construction of a Knowledge Graph and Knowledge Reasoning Model in the Field of Urban Traffic. Sustainability 2021, 13, 3191",2021,J Tan,,search.proquest.com,https://search.proquest.com/openview/9d60266a7dc0c01040ffe0be8adb4b7e/1?pq-origsite=gscholar&cbl=2032327
