PaperTitle,Year,Author,Citation,Publication,URL
Linked Open Data-based Knowledge Management Process for Biodiversity,2016,R Chawuthai,,ir.soken.ac.jp,https://ir.soken.ac.jp/index.php?active_action=repository_view_main_item_detail&page_id=29&block_id=155&item_id=5506&item_no=1
[PDF][PDF] Mobilizing historical literature and specimen data to study host plant associations in weevils (Curculionoidea),2016,G Zhang,,researchgate.net,https://www.researchgate.net/profile/Gavin-Zhang-zhangguanyang/publication/308794635_Mobilizing_historical_literature_and_specimen_data_to_study_host_plant_associations_in_weevils_Curculionoidea/links/57f26c2308ae886b897bfa1e/Mobilizing-historical-literature-and-specimen-data-to-study-host-plant-associations-in-weevils-Curculionoidea.pdf
LOBD: Linked Data Dashboard for Marine Biodiversity,2021,M Zárate,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-84825-5_11
Next Generation Publishing for Biodiversity using Pensoft's Arpha Writing Tool and Publishing System,2016,L Penev,,mbgocs.mobot.org,https://mbgocs.mobot.org/index.php/tdwg/tdwg2016/paper/view/1117
Building a COVID-19 Literature Knowledge Graph Based on PubMed,2021,H Liu,,Springer,https://link.springer.com/chapter/10.1007/978-981-16-3880-0_38
European Journal of Taxonomy: a deeper look into a decade of data,2021,L Bénichou,,europeanjournaloftaxonomy.eu,https://europeanjournaloftaxonomy.eu/index.php/ejt/article/view/1597
Towards Transforming Tabular Datasets into Knowledge Graphs,2020,N Abdelmageed,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-62327-2_37
Biodiversity storytelling through digitization: Highlighting institution-based research,2016,V Shirey,,researchgate.net,https://www.researchgate.net/profile/Vaughn_Shirey/publication/305799033_Biodiversity_storytelling_through_digitization_Highlighting_institution-based_research/links/59751360aca2728d02545689/Biodiversity-storytelling-through-digitization-Highlighting-institution-based-research
"[PDF][PDF] Biodiversity informatics training curriculum, version 1.2",2016,AT Peterson,,129.237.36.133,https://129.237.36.133/jbi/article/download/5008/5167
"Nanopublications for biodiversity: concept, formats and implementation",2016,L Penev,,192.104.39.235,https://192.104.39.235/index.php/tdwg/tdwg2016/paper/view/1012
ISTMINER: Interactive Spatiotemporal Co-occurrence Pattern Extraction: A Biodiversity case study,2021,D Sharafeldeen,,dl.gi.de,https://dl.gi.de/handle/20.500.12116/37708
Linked Open Data Model for Taxonomic Information,2018,R Chawuthai,,ebooks.iospress.nl,https://ebooks.iospress.nl/pdf/doi/10.3233/978-1-61499-854-9-29
A Study on Crowdsourcing for Multi-Label Affect Annotation,xx,L Duan,,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/jjsai/32/1/32_128/_article/-char/ja/
[HTML][HTML] Using standard keywords in publications to facilitate updates of new fungal taxonomic names,2017,CL Schoch,,imafungus.biomedcentral.com,https://imafungus.biomedcentral.com/articles/10.1007/BF03449466
[PDF][PDF] The Pensoft data publishing workflow: The FAIRway from articles to Linked Open Data,2019,L Penev,,biss.pensoft.net,https://biss.pensoft.net/article/35902/download/pdf/
[PDF][PDF] Shaping your taxonomic legacy: tools to accelerate biodiversity discovery & make data openly accessible,2017,T Dikow,,smithsonian.figshare.com,https://smithsonian.figshare.com/articles/Shaping_your_taxonomic_legacy_tools_to_accelerate_biodiversity_discovery_make_data_openly_accessible/5346259/files/9183109.pdf
[HTML][HTML] ARPHA-BioDiv: A toolbox for scholarly publication and dissemination of biodiversity data based on the ARPHA Publishing Platform,2017,L Penev,,riojournal.com,https://riojournal.com/article_preview.php?id=13088
A simple model for large-scale data mobilization across a diverse organisation,2015,N Nicolson,,mbgocs.mobot.org,https://mbgocs.mobot.org/index.php/tdwg/2015/paper/view/881
The 1 Million Treatment Goal: How to create access to taxonomic treatments,2014,D Agosti,,mbgocs.mobot.org,https://mbgocs.mobot.org/index.php/tdwg/2014/paper/view/714/0
[PDF][PDF] Data ownership and data publishing,2019,L Penev,,aca.pensoft.net,https://aca.pensoft.net/article/39250/download/pdf/
Knowledge-based Biomedical Data Science 2019,2019,TJ Callahan,,arxiv.org,https://arxiv.org/abs/1910.06710
Development of a module to manage the structure of a knowledge network in the education sector,2021,FM Wbario,,scielo.org.mx,http://www.scielo.org.mx/scielo.php?pid=S2007-78902021000600028&script=sci_abstract&tlng=en
[HTML][HTML] Representing COVID-19 information in collaborative knowledge graphs: the case of Wikidata,2021,H Turki,,content.iospress.com,https://content.iospress.com/articles/semantic-web/sw210444
[HTML][HTML] Biodiversity Observations Miner: A web application to unlock primary biodiversity data from published literature,2019,G Muñoz,,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc6344444/
[HTML][HTML] Desarrollo de un módulo para gestionar la estructura de un grafo de conocimiento del sector educativo,2021,FM Wbario,,scielo.org.mx,http://www.scielo.org.mx/scielo.php?pid=S2007-78902021000600028&script=sci_arttext
Interlinking standardized openstreetmap data and citizen science data in the opendata cloud,2017,W Leyh,,Springer,https://link.springer.com/chapter/10.1007/978-3-319-60366-7_9
"Library Carpentry: Towards a New Professional Dimension (Part III–Data Reconciliation, Named Entity Recognition and Advanced Utilities)",2021,P Mukhopadhyay,,srels.in,http://srels.in/index.php/sjim/article/view/166770
[HTML][HTML] Harnessing biomedical natural language processing tools to identify medicinal plant knowledge from historical texts,2017,V Sharma,,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5977595/
Knowledge-based biomedical data science,2020,TJ Callahan,,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev-biodatasci-010820-091627
Citizen science involving collections of standardized community data,2017,W Leyh,,Springer,https://link.springer.com/chapter/10.1007/978-3-319-60642-2_39
Citizen Science Involving Collections of Standardized Community Data,2018,L Giatti,,books.google.com,https://books.google.com/books?hl=en&lr=&id=W9MnDwAAQBAJ&oi=fnd&pg=PA410&dq=%22Biodiversity+knowledge+graph%22+&ots=xhn-rwyI4V&sig=HnfKFf_SF_2mzTFngF6yuIGXL7o
[PDF][PDF] Поредицата „Автореферати на дисертации на Института по информационни и комуникационни технологии при Българската академия на,2012,Г Агре,,iict.bas.bg,https://www.iict.bas.bg/dissertations/2020/2-Senderov.pdf
[PDF][PDF] Representing COVID-19 information in collaborative knowledge graphs: the case of Wikidata,xx,EA Youngstromg,,semantic-web-journal.net,http://www.semantic-web-journal.net/system/files/swj2824.pdf
Incorporating RDA outputs in the design of a European Research Infrastructure for natural science collections,2020,S Islam,,orca.cf.ac.uk,http://orca.cf.ac.uk/id/eprint/137056
"Traits: structuring species information for discoverability, navigation and identification",2018,T Vattakaven,,Springer,https://link.springer.com/chapter/10.1007/978-3-319-76445-0_6
Enhancing georeferenced biodiversity inventories: automated information extraction from literature records reveal the gaps,2020,BT Kopperud,,biorxiv.org,https://www.biorxiv.org/content/10.1101/2020.01.16.908962v1.abstract
White paper on the alignment and interoperability between the Distributed System of Scientific Collections (DiSSCo) and EU infrastructures-The case of the European …,2020,N Raes,,know.dissco.eu,https://know.dissco.eu/handle/item/244
[PDF][PDF] Empowering citizens to inform decision-making as a way forward to support invasive alien species policy,2019,Q Groom,,biblio.ugent.be,https://biblio.ugent.be/publication/8641343/file/8655508
[HTML][HTML] Open science in practice: 300 published research ideas and outcomes illustrate how RIO Journal facilitates engagement with the research process,2021,D Mietchen,,riojournal.com,https://riojournal.com/article_preview.php?id=68595
[PDF][PDF] Desarrollo de un módulo para gestionar la estructura de un grafo de conocimiento del,xx,FMW Martínez,,researchgate.net,https://www.researchgate.net/profile/Ruben-Machucho-Cadena/publication/353225111_Desarrollo_de_un_modulo_para_gestionar_la_estructura_de_un_grafo_de_conocimiento_del_sector_educativo/links/60ee077616f9f313007f8b31/Desarrollo-de-un-modulo-para-gestionar-la-estructura-de-un-grafo-de-conocimiento-del-sector-educativo.pdf
Standard data model representation for taxonomic information,2006,J Kennedy,,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/omi.2006.10.220
Vers une harmonisation internationale des indicateurs de biodiversité?,2019,LT de,,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/hal-02334990/
Sample Identifiers and Metadata to Support Data Management and Reuse in Multidisciplinary Ecosystem Sciences,2021,JE Damerow,,osti.gov,https://www.osti.gov/biblio/1768764
"About a BUOI: Joint custody of persistent universally unique identifiers on the web, or, making PIDs more FAIR",2017,J Philipson,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-01379-0_3
D5. 4 A best practice guide for semantic enhancement and improvement of semantic interoperability,2021,M Dillen,,know.dissco.eu,https://know.dissco.eu/handle/item/77
[HTML][HTML] Identifying PIDs playing FAIR,2019,J Philipson,,content.iospress.com,https://content.iospress.com/articles/data-science/ds190024
[PDF][PDF] Community conservation data in New Zealand: A review of community-collected conservation data and suggestions for improvement,xx,G Moon,,georgemoon.io,https://georgemoon.io/dissertation/community-conservation-data.pdf
