PaperTitle,Year,Author,Citation,Publication,URL
The Magic of Semantic Enrichment and NLP for Medical Coding,2019,N García-Santa,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-32327-1_12
Knowledge Detection and Discovery using Semantic Graph Embeddings on Large Knowledge Graphs generated on Text Mining Results,2020,J Dörpinghaus,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9222910/
Knowledge mining from large scale protein-protein interaction datasets at the era of big data,2018,D Li,,elibrary.ru,https://elibrary.ru/item.asp?id=38087676
Detection of Drug-Drug Interactions Through Knowledge Graph Integrating Multi-attention with Capsule Network,2021,XR Su,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-84532-2_38
"[PDF][PDF] BROGUE: A Platform for Constructing and Visualizing"" Gene-Mutation-Disease"" Relation Knowledge Graphs to Support Biomedical Research and Clinical …",2020,D Zhao,,scitepress.org,https://www.scitepress.org/Papers/2020/91546/91546.pdf
Knowledge-based biomedical data science,2020,TJ Callahan,,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev-biodatasci-010820-091627
Entity Recognition Based on Knowledge Graph in Air Defense Domain,2020,Z Guo,,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1693/1/012168/meta
Tackling scalability issues in mining path patterns from knowledge graphs: a preliminary study,2020,P Monnin,,arxiv.org,https://arxiv.org/abs/2007.08821
Overview Of Medical Knowledge Mapping Research,2020,P Shengguang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9424795/
"Knowledge-Graph-Based Drug Repositioning against COVID-19 by Graph Convolutional Network with Attention Mechanism. Future Internet 2021, 13, 13",2021,M Che,,search.proquest.com,https://search.proquest.com/openview/55041aa3aa8022e1788b5d5046a8fe47/1?pq-origsite=gscholar&cbl=2032396
Visual Query Method for Large Blackouts Based on Knowledge Graph,2019,J Zhang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9051050/
Construction of knowledge graph of drug-action mechanism,2021,J Zhao,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9527642/
A Literature Review of Recent Graph Embedding Techniques for Biomedical Data,2020,Y Chen,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-63823-8_3
[PDF][PDF] Machine Learning and Link Prediction on Biomedical Knowledge Graphs Maschinelles Lernen und Verbindungsvorher-sage auf Biomedizinischen …,xx,LF Graf,,repositorium.meduniwien.ac.at,https://repositorium.meduniwien.ac.at/obvumwhs/content/titleinfo/5518433/full.pdf
CKGECS: a Chinese knowledge graph for elderly care service,2020,H Xu,,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJSTM.2020.106742
[HTML][HTML] Ontology-based data integration for advancing toxicological knowledge,2019,RR Boyles,,Elsevier,https://www.sciencedirect.com/science/article/pii/S2468202019300051
Deeper Clinical Document Understanding Using Relation Extraction,2112,HU Haq,,arxiv.org,https://arxiv.org/abs/2112.13259
[HTML][HTML] A review: Knowledge reasoning over knowledge graph,2020,X Chen,,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417419306669
Knowledge Reconciliation with Graph Convolutional Networks: Preliminary Results,4,P Monnin,,hal.inria.fr,https://hal.inria.fr/hal-02155546/
Owl reasoning over big biomedical data,2013,X Chen,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/6691755/
Self-alignment pretraining for biomedical entity representations,2020,F Liu,,arxiv.org,https://arxiv.org/abs/2010.11784
Knowledge-based Biomedical Data Science 2019,2019,TJ Callahan,,arxiv.org,https://arxiv.org/abs/1910.06710
[HTML][HTML] Expert-augmented computational drug repurposing identified baricitinib as a treatment for COVID-19,2021,DP Smith,,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fphar.2021.709856/full
KGRefiner: Knowledge Graph Refinement for Improving Accuracy of Translational Link Prediction Methods,2021,MJ Saeedizade,,arxiv.org,https://arxiv.org/abs/2106.14233
Semantic Graph Queries on Linked Data in Knowledge Graphs,2020,J Dörpinghaus,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-82397-9_4
International Journal of Education and Management Engineering (IJEME),xx,AFD Ismail,,mecs-press.org,http://www.mecs-press.org/ijeme/ijeme-v10-n2/v10n2-1.html
Enriching Pre-trained Language Model with Dependency Syntactic Information for Chemical-Protein Interaction Extraction,2020,J Fan,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-56725-5_5
[CITATION][C] 基于多属性规则的生物医学语义关系研究,2021,范少萍， 安新颖,,2021,xx
Network embedding in biomedical data science,2020,C Su,,academic.oup.com,https://academic.oup.com/bib/article-abstract/21/1/182/5228144
Biomedical Entity Linking via Contrastive Context Matching,2106,S Ujiie,,arxiv.org,https://arxiv.org/abs/2106.07583
[PDF][PDF] Biomedical Multi-source Data Integration using Knowledge Graphs and Entity Resolution: Understanding author expertise in Cancer Epigenetics research,xx,IA Ebeid,,researchgate.net,https://www.researchgate.net/profile/Islam-Ebeid/publication/357159447_Biomedical_Multi-source_Data_Integration_using_Knowledge_Graphs_and_Entity_Resolution_Understanding_author_expertise_in_Cancer_Epigenetics_research/links/61be501cfd2cbd7200ae9a08/Biomedical-Multi-source-Data-Integration-using-Knowledge-Graphs-and-Entity-Resolution-Understanding-author-expertise-in-Cancer-Epigenetics-research.pdf
[HTML][HTML] Hetnet connectivity search provides rapid insights into how two biomedical entities are related,2021,DS Himmelstein,,greenelab.github.io,https://greenelab.github.io/connectivity-search-manuscript/
"[PDF][PDF] Graph representation learning in bioinformatics: trends, methods and applications",2021,HC Yi,,researchgate.net,https://www.researchgate.net/profile/Haicheng-Yi/publication/354327323_Graph_representation_learning_in_bioinformatics_trends_methods_and_applications/links/61c082a1a6251b553ad1332d/Graph-representation-learning-in-bioinformatics-trends-methods-and-applications.pdf
DOUBLER: Unified Representation Learning of Biological Entities and Documents for Predicting Protein–Disease Relationships,2020,T Sztyler,,biorxiv.org,https://www.biorxiv.org/content/10.1101/2020.10.27.357202v2.abstract
A Joint Training Framework for Open-World Knowledge Graph Embeddings,3,V Karthik,,openreview.net,https://openreview.net/forum?id=HozL9BGbnKr
Drug Discovery as a Recommendation Problem: Challenges and Complexities in Biological Decisions,2021,A Gogleva,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3460231.3474598
"[BOOK][B] Data Integration in the Life Sciences: 13th International Conference, DILS 2018, Hannover, Germany, November 20-21, 2018, Proceedings",2018,S Auer,,books.google.com,https://books.google.com/books?hl=en&lr=&id=79mBDwAAQBAJ&oi=fnd&pg=PP6&dq=%22Biomedical+knowledge+graph%22+&ots=nINORmrtLD&sig=8lpkqRlbytqn4Q8XuFkmRs-Vk1U
Knowledge synthesis of 100 million biomedical documents augments the deep expression profiling of coronavirus receptors,2020,AJ Venkatakrishnan,,elifesciences.org,https://elifesciences.org/articles/58040
Knowledge extraction and applications utilizing context data in knowledge graphs,2019,J Dörpinghaus,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8860066/
Optimization of Retrieval Algorithms on Large Scale Knowledge Graphs,2020,J Dörpinghaus,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9222939/
[HTML][HTML] Incorporating Domain Knowledge Into Language Models by Using Graph Convolutional Networks for Assessing Semantic Textual Similarity: Model …,2021,D Chang,,medinform.jmir.org,https://medinform.jmir.org/2021/11/e23101
Dug: A Semantic Search Engine Leveraging Peer-Reviewed Literature to Span Biomedical Data Repositories,2021,AM Waldrop,,biorxiv.org,https://www.biorxiv.org/content/10.1101/2021.07.07.451461.abstract
[HTML][HTML] Drug repurposing for COVID-19 using graph neural network and harmonizing multiple evidence,2021,K Hsieh,,nature.com,https://www.nature.com/articles/s41598-021-02353-5
Knowledge graphs and their applications in drug discovery,2021,F MacLean,,Francis,https://www.tandfonline.com/doi/abs/10.1080/17460441.2021.1910673
[HTML][HTML] BioTCM-SE: a semantic search engine for the information retrieval of modern biology and traditional Chinese medicine,2014,X Chen,,hindawi.com,https://www.hindawi.com/journals/cmmm/2014/957231/
[HTML][HTML] Literature-based discovery approaches for evidence-based healthcare: a systematic review,2021,S Cheerkoot-Jalim,,Springer,https://link.springer.com/article/10.1007/s12553-021-00605-y
Modeling Heterogeneous Hierarchies with Relation-specific Hyperbolic Cones,2021,Y Bai,,proceedings.neurips.cc,https://proceedings.neurips.cc/paper/2021/hash/662a2e96162905620397b19c9d249781-Abstract.html
"Drug repurposing for covid-19 using graph neural network with genetic, mechanistic, and epidemiological validation",2020,KL Hsieh,,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7743080/
AGATHA: Automatic Graph Mining And Transformer based Hypothesis Generation Approach,29,J Sybrandt,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3340531.3412684
iasis: Towards heterogeneous big data analysis for personalized medicine,2019,A Krithara,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8787467/
[HTML][HTML] Preclinical validation of therapeutic targets predicted by tensor factorization on heterogeneous graphs,2020,S Paliwal,,nature.com,https://www.nature.com/articles/s41598-020-74922-z
Towards Bootstrapping Biomedical Named Entity Recognition using Reinforcement Learning,2020,D Wang,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9313571/
"[HTML][HTML] A semantic relationship mining method among disorders, genes, and drugs from different biomedical datasets",2020,L Zhang,,…,https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-020-01274-z
[HTML][HTML] Biomedical Data Commons (BMDC) prioritizes B-lymphocyte non-coding genetic variants in Type 1 Diabetes,2021,SN Piekos,,journals.plos.org,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1009382
[PDF][PDF] Clinical and Translational Radiation Oncology,xx,M Sloep,,research.rug.nl,https://research.rug.nl/files/193142180/PIIS2405630821000860.pdf
[PDF][PDF] Transfer Learning for Biomedical Named Entity Recognition with BioBERT.,2019,A Symeonidou,,ceur-ws.org,http://ceur-ws.org/Vol-2451/paper-26.pdf
[HTML][HTML] A Policy-Driven Approach to Secure Extraction of COVID-19 Data From Research Papers,2021,L Elluri,,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc8387600/
Community approaches for integrating environmental exposures into human models of disease,2020,AE Thessen,,ehp.niehs.nih.gov,https://ehp.niehs.nih.gov/doi/abs/10.1289/EHP7215
An introduction to the resource description framework,1998,E Miller,,Library,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/bult.105
Recent advances in biomedical literature mining,2021,S Zhao,,academic.oup.com,https://academic.oup.com/bib/article-abstract/22/3/bbaa057/5838460
[PDF][PDF] Towards Protecting Vital Healthcare Programs by Extracting Actionable Knowledge from Policy,2021,V Lopez,,aclanthology.org,https://aclanthology.org/2021.findings-acl.308.pdf
Refined AI-Generated Drugs for COVID-19 Using Virtual Reality,2021,S Manjushree,,annalsofrscb.ro,https://www.annalsofrscb.ro/index.php/journal/article/view/3140
Open graph benchmark: Datasets for machine learning on graphs,2020,W Hu,,arxiv.org,https://arxiv.org/abs/2005.00687
[HTML][HTML] Biomedical relation extraction using distant supervision,2020,N Boudjellal,,hindawi.com,https://www.hindawi.com/journals/sp/2020/8893749/
Data Integration in the Life Sciences,2015,S Auer,,Springer,https://link.springer.com/content/pdf/10.1007/978-3-030-06016-9.pdf
[HTML][HTML] Recent advances in the study of ancient books on traditional Chinese medicine,2020,L Gao,,wjtcm.net,https://www.wjtcm.net/article.asp?issn=2311-8571;year=2020;volume=6;issue=1;spage=61;epage=66;aulast=Gao
[PDF][PDF] Overview of DrugProt BioCreative VII track: quality evaluation and large scale text mining of drug-gene/protein relations,2021,A Miranda,,biocreative.bioinformatics.udel.edu,https://biocreative.bioinformatics.udel.edu/media/store/files/2021/Track1_pos_1_BC7_overview.pdf
