PaperTitle,Year,Author,Citation,Publication,URL
[HTML][HTML] 基于游记文本内容的旅游场景知识图谱的构建,2019,张小红， 马彪,,hanspub.org,https://www.hanspub.org/journal/PaperInformation.aspx?paperID=33882
以事件为中心的旅游知识图谱的构建与应用,2021,吴杰 -,,cdmd.cnki.com.cn,https://cdmd.cnki.com.cn/Article/CDMD-10013-1021123390.htm
Semantic data models for hiking trail difficulty assessment,2020,JP Calbimonte,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-36737-4_24
The construction of personalized virtual landslide disaster environments based on knowledge graphs and deep neural networks,2020,Y Zhang,,Francis,https://www.tandfonline.com/doi/abs/10.1080/17538947.2020.1773950
Environmental Remote Sensing and Big Data (ERSBD 2021),2021,CH Weng,,spiedigitallibrary.org,https://www.spiedigitallibrary.org/proceedings/Download?urlId=10.1117%2F12.2626251
[PDF][PDF] RocketRML-A NodeJS Implementation of a Use-Case Specific RML Mapper,xx,D Fensel,,ceur-ws.org,http://ceur-ws.org/Vol-2489/paper5.pdf
[HTML][HTML] A formal approach for customization of schema. org based on SHACL.,2019,U Simsek,,deepai.org,https://deepai.org/publication/a-formal-approach-for-customization-of-schema-org-based-on-shacl
Domain-specific customization of schema. org based on shacl,2020,U Şimşek,,Springer,https://link.springer.com/chapter/10.1007/978-3-030-62466-8_36
"[BOOK][B] Knowledge Science, Engineering and Management: 13th International Conference, KSEM 2020, Hangzhou, China, August 28-30, 2020, Proceedings. Part II",2020,G Li,,books.google.com,https://books.google.com/books?hl=en&lr=&id=XX74DwAAQBAJ&oi=fnd&pg=PR5&dq=%22Tourism+knowledge+graph%22+&ots=GLnu8Ux-yd&sig=poi4O6fIW8_Judt9A7L5x60JV4I
[HTML][HTML] 旅游知识图谱特征学习的景点推荐,2019,贾中浩， 古天龙，,,html.rhhz.net,http://html.rhhz.net/tis/html/201810032.htm
[HTML][HTML] Domain-specific knowledge graphs: A survey,2021,B Abu-Salih,,Elsevier,https://www.sciencedirect.com/science/article/pii/S1084804521000990
[PDF][PDF] Proceedings of the 19th Chinese National Conference on Computational Linguistics,19,M Sun,,aclweb.org,https://www.aclweb.org/anthology/2020.ccl-1.0.pdf
融合文本和路径语义的知识图谱嵌入学习模型,2020,肖宝， 韦丽娜，,,journal-n.scnu.edu.cn,http://journal-n.scnu.edu.cn/article/id/eeda2f7e-f2b2-4ce4-acb7-fce6f4aef915
[CITATION][C] OPPORTUNITIES OF AN OPEN DIGITAL DATA INFRASTRUCTURE FOR TOURISM,xx,G Sommer,,Sommer,xx
[PDF][PDF] 20 An elevator scheduling optimization model considering the probability of taking the elevator based on Monte Carlo Algorithm,xx,B Sun,,scholar.archive.org,https://scholar.archive.org/work/yzxdusefyzh5zk4b6htm7lapky/access/wayback/https://ieeexplore.ieee.org/ielx7/9133711/9141543/09141780.pdf
MTNER: A Corpus for Mongolian Tourism Named Entity Recognition,2020,X Cheng,,Springer,https://link.springer.com/chapter/10.1007/978-981-33-6162-1_2
"[BOOK][B] Data Science: 7th International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2021, Taiyuan, China, September 17-20 …",2021,J Zeng,,books.google.com,https://books.google.com/books?hl=en&lr=&id=PmNCEAAAQBAJ&oi=fnd&pg=PR6&dq=%22Tourism+knowledge+graph%22+&ots=mC1eX8BqZB&sig=7YW0lGVyvbmoQGezzZmGHHRIHC4
[HTML][HTML] How does tourist perception lead to tourist hesitation? Empirical evidence from Bangladesh,2021,MRH Polas,,Springer,https://link.springer.com/article/10.1007/s10668-021-01581-z
Peer review declaration,1827,Y Xing,,iopscience.iop.org,https://iopscience.iop.org/volume/1742-6596/1616
[PDF][PDF] Ein URI Konzept für den deutschen Tourismus,xx,K Angele,,sti-innsbruck.at,https://www.sti-innsbruck.at/sites/default/files/uri-concept/uri-concept.pdf
面向旅游领域的智能问答系统设计与实现,2021,宁许， 诺明花,,202.207.7.71,http://202.207.7.71/index.php/timu/article/view/191
Peer review declaration,xx,X Ye,,iopscience.iop.org,https://iopscience.iop.org/volume/1742-6596/1883
[HTML][HTML] 数据中心跨层能效优化研究进展和发展趋势,2020,王继业， 周碧玉，,,scis.scichina.com,http://scis.scichina.com/ssi2020.html
面向旅游领域的蒙古文命名实体识别的研究,2021,晓成， 光来高,,202.207.7.71,http://202.207.7.71/index.php/timu/article/view/3
