PaperTitle,Year,Author,Citation,Publication,URL
Self-Supervised Learning of Contextual Embeddings for Link Prediction in Heterogeneous Networks,2021,P Wang,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3442381.3450060
[HTML][HTML] Domain-specific knowledge graphs: A survey,2021,B Abu-Salih,,Elsevier,https://www.sciencedirect.com/science/article/pii/S1084804521000990
[HTML][HTML] Semantic and Statistical Analysis Based Framework for Intracranial Aneurysm Knowledge Curation,2019,M Krishnamurthy,,search.proquest.com,https://search.proquest.com/openview/ad6a7330dc938747dea7ab1dbe9f4943/1?pq-origsite=gscholar&cbl=18750&diss=y
[HTML][HTML] Integrating Deep Learning and Network Science to Support Healthcare Management,2021,Z Yang,,search.proquest.com,https://search.proquest.com/openview/ca2ee2b9a86d9dfe20d7c4aded4b9e33/1?pq-origsite=gscholar&cbl=18750&diss=y
Method of Multilevel Adaptive Synthesis of Monitoring Object Knowledge Graphs,2021,K Krinkin,,mdpi.com,https://www.mdpi.com/1178744
Foundations of explainable knowledge-enabled systems,2020,I Tiddi,,books.google.com,https://books.google.com/books?hl=en&lr=&id=kfjtDwAAQBAJ&oi=fnd&pg=PA23&dq=%22Healthcare+knowledge+graph%22+&ots=8dPlEjUurv&sig=3uPM1ifokXz6KV8kv5WrBYxyNTo
Challenges and Considerations with Code-Mixed NLP for Multilingual Societies,2106,V Srivastava,,arxiv.org,https://arxiv.org/abs/2106.07823
Automatic Question Answering and Knowledge Discovery from Electronic Health Records,2021,P Wang,,vtechworks.lib.vt.edu,https://vtechworks.lib.vt.edu/handle/10919/104711
A Systematic Review on Data Scarcity Problem in Deep Learning: Solution and Applications,2020,MA Bansal,,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3502287
[HTML][HTML] Distributed aggregation-based attributed graph summarization for summary-based approximate attributed graph queries,2021,S Yang,,Elsevier,https://www.sciencedirect.com/science/article/pii/S0957417421003626
A novel authentication and key agreement scheme for countering MITM and impersonation attack in medical facilities,2021,SO Maikol,,publisher.uthm.edu.my,https://publisher.uthm.edu.my/ojs/index.php/ijie/article/view/6641
Discovery of Patient Phenotypes through Multi-layer Network Analysis on the Example of Tinnitus,2021,C Puga,,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9564158/
Semantic enrichment of sensor data: a case study in environmental health,2021,LFM Silva,,repositorio.bc.ufg.br,https://repositorio.bc.ufg.br/tede/handle/tede/11631
[HTML][HTML] Acquiring guideline-enabled data driven clinical knowledge model using formally verified refined knowledge acquisition method,2020,M Hussain,,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169260720315340
[HTML][HTML] Clinical Context–Aware Biomedical Text Summarization Using Deep Neural Network: Model Development and Validation,2020,M Afzal,,jmir.org,https://www.jmir.org/2020/10/e19810/
[PDF][PDF] Academic and Professional Experience,1989,K Thirunarayan,,cecs.wright.edu,http://cecs.wright.edu/people/faculty/tkprasad/Thirunarayan-Full-CV-2020.pdf
Acquiring Guideline-enabled data driven clinical knowledge model using formally verified refined knowledge acquisition method,2020,M Afzal,,derby.openrepository.com,https://derby.openrepository.com/handle/10545/625145
Domain Modeling Theory and Practice,2018,S Das,,eprints-phd.biblio.unitn.it,http://eprints-phd.biblio.unitn.it/2877/
Natural Language Processing in-and-for Design Research,2111,L Siddharth,,arxiv.org,https://arxiv.org/abs/2111.13827
